username,id,score,time,title,url,text,platform,vectorId,combined,n_tokens
kevmo314,32392599,162,1660003378,MantaRay: Open-Source Ray Tracer,https://github.com/ange-yaghi/manta-ray,"
        An open source physically based renderer.
       
        Use Git or checkout with SVN using the web URL.
     
      Work fast with our official CLI.
       .
     
    If nothing happens,   and try again.
   
    If nothing happens,   and try again.
   
    If nothing happens,   and try again.
   Your codespace will open once ready. There was a problem preparing your codespace, please try again.  is an advanced open-source renderer. It uses modern rendering techniques to generate photorealistic images of complex scenes. This ray-tracer is also featured in the following YouTube videos on my channel  : To get started, consider reading this tutorial:  . Tutorials are continually added here:  This project was recently migrated to CMake and the setup instructions have changed. They w",Hacker News,90915863,"Title: MantaRay: Open-Source Ray Tracer; Content: 
        An open source physically based renderer.
       
        Use Git or checkout with SVN using the web URL.
     
      Work fast with our official CLI.
       .
     
    If nothing happens,   and try again.
   
    If nothing happens,   and try again.
   
    If nothing happens,   and try again.
   Your codespace will open once ready. There was a problem preparing your codespace, please try again.  is an advanced open-source renderer. It uses modern rendering techniques to generate photorealistic images of complex scenes. This ray-tracer is also featured in the following YouTube videos on my channel  : To get started, consider reading this tutorial:  . Tutorials are continually added here:  This project was recently migrated to CMake and the setup instructions have changed. They w",246
kamaraju,32413220,74,1660143908,Celsius Network Files Chapter 11 Bankruptcy,https://dfr.vermont.gov/consumer-alert/celsius-network-files-chapter-11-bankruptcy,"
 
 Celsius Network (“Celsius”) is a cryptocurrency company, unlicensed in Vermont, that offers its customers interest-bearing crypto accounts.  On June 12, 2022, Celsius announced it was pausing all withdrawals, swaps, and transfers between customer accounts.  On July 13, 2022, Celsius and several of its affiliates commenced voluntary Chapter 11 bankruptcy proceedings in the U.S. Bankruptcy Court for the Southern District of New York.  Chapter 11 is a type of bankruptcy designed to allow insolvent companies to restructure their financial obligations, through reorganization, sale or otherwise. Public filings are available through a portal accessible at:  . It is possible (and easy) to register on that site to receive email updates regarding future court filings. Very few cryptocurrency com",Hacker News,33695157,"Title: Celsius Network Files Chapter 11 Bankruptcy; Content: 
 
 Celsius Network (“Celsius”) is a cryptocurrency company, unlicensed in Vermont, that offers its customers interest-bearing crypto accounts.  On June 12, 2022, Celsius announced it was pausing all withdrawals, swaps, and transfers between customer accounts.  On July 13, 2022, Celsius and several of its affiliates commenced voluntary Chapter 11 bankruptcy proceedings in the U.S. Bankruptcy Court for the Southern District of New York.  Chapter 11 is a type of bankruptcy designed to allow insolvent companies to restructure their financial obligations, through reorganization, sale or otherwise. Public filings are available through a portal accessible at:  . It is possible (and easy) to register on that site to receive email updates regarding future court filings. Very few cryptocurrency com",174
some_random,32398923,205,1660057069,Saskatoon Freezing Deaths,https://en.wikipedia.org/wiki/Saskatoon_freezing_deaths,"
 The   were a series of deaths of   in  ,  , in the early 2000s, which were confirmed to have been caused by members of the  . The police officers would arrest Indigenous people, usually men, for alleged drunkenness and/or disorderly behaviour, sometimes without cause.  The officers would then drive them to the outskirts of the city at night in the winter, and abandon them, leaving them stranded in sub-zero temperatures. 
 The practice was known as taking Indigenous people for ""starlight tours""  and dates back to 1976.  As of 2021, despite convictions for related offences, no Saskatoon police officer has been convicted specifically for having caused freezing deaths.
 Victims who died from   include Rodney Naistus, Lawrence Wegner, and  . Naistus and Wegner died in 2000, and their bodies w",Hacker News,73545304,"Title: Saskatoon Freezing Deaths; Content: 
 The   were a series of deaths of   in  ,  , in the early 2000s, which were confirmed to have been caused by members of the  . The police officers would arrest Indigenous people, usually men, for alleged drunkenness and/or disorderly behaviour, sometimes without cause.  The officers would then drive them to the outskirts of the city at night in the winter, and abandon them, leaving them stranded in sub-zero temperatures. 
 The practice was known as taking Indigenous people for ""starlight tours""  and dates back to 1976.  As of 2021, despite convictions for related offences, no Saskatoon police officer has been convicted specifically for having caused freezing deaths.
 Victims who died from   include Rodney Naistus, Lawrence Wegner, and  . Naistus and Wegner died in 2000, and their bodies w",189
ivanvas,32383943,122,1659954160,Teardown of a quartz crystal oscillator and the tiny IC inside,https://www.righto.com/2021/02/teardown-of-quartz-crystal-oscillator.html,"The quartz oscillator is an important electronic circuit, providing highly-accurate timing signals at a low cost.
A quartz crystal has the special property of piezoelectricity, changing its electrical properties as it vibrates.
Since a crystal can be cut to vibrate at a very precise frequency, quartz oscillators are useful for many applications.
Quartz oscillators were introduced in the 1920s and provided accurate frequencies for radio stations.
Wristwatches were revolutionized in the 1970s by the use of highly-accurate quartz oscillators.
Computers use quartz oscillators to generate their clock signals, from   in the 1940s to modern computers. A quartz crystal requires additional circuitry to make it oscillate, and this analog circuitry can be tricky to design.
In the 1970s, crystal oscil",Hacker News,28101375,"Title: Teardown of a quartz crystal oscillator and the tiny IC inside; Content: The quartz oscillator is an important electronic circuit, providing highly-accurate timing signals at a low cost.
A quartz crystal has the special property of piezoelectricity, changing its electrical properties as it vibrates.
Since a crystal can be cut to vibrate at a very precise frequency, quartz oscillators are useful for many applications.
Quartz oscillators were introduced in the 1920s and provided accurate frequencies for radio stations.
Wristwatches were revolutionized in the 1970s by the use of highly-accurate quartz oscillators.
Computers use quartz oscillators to generate their clock signals, from   in the 1940s to modern computers. A quartz crystal requires additional circuitry to make it oscillate, and this analog circuitry can be tricky to design.
In the 1970s, crystal oscil",190
ducaale,32405848,12,1660086790,Assorted thoughts on Zig and Rust (2020),https://www.scattered-thoughts.net/writing/assorted-thoughts-on-zig-and-rust/,,Hacker News,54670815,Title: Assorted thoughts on Zig and Rust (2020); Content: ,15
smartmic,32379066,381,1659900395,Mysterious holes on the seafloor,https://oceanexplorer.noaa.gov/news/oer-updates/2022/mysterious-holes-seafloor/mysterious-holes-seafloor.html,"During   of the second   expedition, we observed several sublinear sets of holes in the sediment on the seafloor at a depth of approximately 2,540 meters (1.6 miles). While the holes look almost human made, the little piles of sediment around them suggest they had been excavated. We attempted but were not able to take a peek into the holes and poke them with the tools on the remotely operated vehicle. It was also not apparent as to whether the holes were connected beneath the sediment surface. To view this video please enable JavaScript, and consider upgrading to a web browser that  During Dive 04 of the second Voyage to the Ridge 2022 expedition, we observed several sublinear sets of holes in the sediment on the seafloor at a depth of approximately 2,540 meters (1.6 miles). We saw the hol",Hacker News,291005,"Title: Mysterious holes on the seafloor; Content: During   of the second   expedition, we observed several sublinear sets of holes in the sediment on the seafloor at a depth of approximately 2,540 meters (1.6 miles). While the holes look almost human made, the little piles of sediment around them suggest they had been excavated. We attempted but were not able to take a peek into the holes and poke them with the tools on the remotely operated vehicle. It was also not apparent as to whether the holes were connected beneath the sediment surface. To view this video please enable JavaScript, and consider upgrading to a web browser that  During Dive 04 of the second Voyage to the Ridge 2022 expedition, we observed several sublinear sets of holes in the sediment on the seafloor at a depth of approximately 2,540 meters (1.6 miles). We saw the hol",183
Trouble_007,32418853,7,1660167978,FDA Monkeypox Response,https://www.fda.gov/emergency-preparedness-and-response/mcm-issues/fda-monkeypox-response,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you're on a federal government site.  The   ensures that you are connecting to the official website and that any information you provide is encrypted and transmitted securely.  |   |   |   |   |    |    |   |   The U.S. Food and Drug Administration plays a critical role in protecting the U.S. from chemical, biological, radiological, nuclear (CBRN) attacks, and emerging infectious disease threats. The FDA's roles in monkeypox preparedness and response during this   include:  is a rare disease that is caused by infection with monkeypox virus. This virus can spread to anyone through close, personal, often skin-to-skin contact. Currently, a high rate of the known cases in the U.S. are among g",Hacker News,15078092,"Title: FDA Monkeypox Response; Content: Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you're on a federal government site.  The   ensures that you are connecting to the official website and that any information you provide is encrypted and transmitted securely.  |   |   |   |   |    |    |   |   The U.S. Food and Drug Administration plays a critical role in protecting the U.S. from chemical, biological, radiological, nuclear (CBRN) attacks, and emerging infectious disease threats. The FDA's roles in monkeypox preparedness and response during this   include:  is a rare disease that is caused by infection with monkeypox virus. This virus can spread to anyone through close, personal, often skin-to-skin contact. Currently, a high rate of the known cases in the U.S. are among g",197
bookofjoe,32392937,165,1660006298,A biochemist’s view of life’s origin reframes cancer and aging,https://www.quantamagazine.org/a-biochemists-view-of-lifes-origin-reframes-cancer-and-aging-20220808/,"In contrast to many other researchers who study the origin of life, Nick Lane, a professor of evolutionary biochemistry at University College London, suggests that some form of primitive metabolism may have arisen in deep-sea hydrothermal vents before the appearance of genetic information. Philipp Ammon for Quanta Magazine All living cells power themselves by coaxing energetic electrons from one side of a membrane to the other. Membrane-based mechanisms for accomplishing this are, in a sense, as universal a feature of life as the genetic code. But unlike the genetic code, these mechanisms are not the same everywhere: The two simplest categories of cells, bacteria and archaea, have membranes and protein complexes for producing energy that are chemically and structurally dissimilar. Those di",Hacker News,8458488,"Title: A biochemist’s view of life’s origin reframes cancer and aging; Content: In contrast to many other researchers who study the origin of life, Nick Lane, a professor of evolutionary biochemistry at University College London, suggests that some form of primitive metabolism may have arisen in deep-sea hydrothermal vents before the appearance of genetic information. Philipp Ammon for Quanta Magazine All living cells power themselves by coaxing energetic electrons from one side of a membrane to the other. Membrane-based mechanisms for accomplishing this are, in a sense, as universal a feature of life as the genetic code. But unlike the genetic code, these mechanisms are not the same everywhere: The two simplest categories of cells, bacteria and archaea, have membranes and protein complexes for producing energy that are chemically and structurally dissimilar. Those di",176
thesecretceo,32421054,4,1660186787,Texting between iPhone and Android is broken': Google puts Apple on blast for,https://www.businessinsider.com/google-tells-apple-fix-texting-between-android-iphone-green-bubbles-2022-8,"
 On Tuesday, Google took a blatant jab at Apple on its   over what it says is Apple's failure to improve the user experience of messaging between iPhone and Android devices. Some users have long lamented the green message bubbles that come with cross-device messaging, as well as poor-quality compressed videos, the lack of read receipts, and other headaches. Google blames Apple, as the company converts texts sent between iPhones and Androids into what's called SMS and MMS, both of which are decades-old methods of sending text-only messages from device to device.  Instead, Google says, Apple should use something called Rich Communication Services, which it says is the ""modern industry standard"" meant to improve how people can send not only texts but also media, such as emojis, videos, and p",Hacker News,1060368,"Title: Texting between iPhone and Android is broken': Google puts Apple on blast for; Content: 
 On Tuesday, Google took a blatant jab at Apple on its   over what it says is Apple's failure to improve the user experience of messaging between iPhone and Android devices. Some users have long lamented the green message bubbles that come with cross-device messaging, as well as poor-quality compressed videos, the lack of read receipts, and other headaches. Google blames Apple, as the company converts texts sent between iPhones and Androids into what's called SMS and MMS, both of which are decades-old methods of sending text-only messages from device to device.  Instead, Google says, Apple should use something called Rich Communication Services, which it says is the ""modern industry standard"" meant to improve how people can send not only texts but also media, such as emojis, videos, and p",186
obert,32383835,132,1659952808,Uses for an old Android device,https://www.computerworld.com/article/2487680/20-great-uses-for-an-old-android-device.html,"
 
 
 
						
							Contributing Editor, 
								
									
								












   
 
 Got extra smartphones sitting around your office? How about tablets? As we move multiple generations into mobile technology, more and more of us are building up collections of old, dated devices from both our work and our personal lives. And more often than not, those devices do little more than take up space and gather dust. Here's a little secret, though: Your abandoned Android gadgets are actually virtual gold mines. You just have to find the right way to tap into their potential and give them new life. So grab the nearest DustBuster and get ready: Here are 20 ways to make your old phone or tablet useful again. With the right software and a couple minutes of configuration, your old Android device c",Hacker News,30899087,"Title: Uses for an old Android device; Content: 
 
 
 
						
							Contributing Editor, 
								
									
								












   
 
 Got extra smartphones sitting around your office? How about tablets? As we move multiple generations into mobile technology, more and more of us are building up collections of old, dated devices from both our work and our personal lives. And more often than not, those devices do little more than take up space and gather dust. Here's a little secret, though: Your abandoned Android gadgets are actually virtual gold mines. You just have to find the right way to tap into their potential and give them new life. So grab the nearest DustBuster and get ready: Here are 20 ways to make your old phone or tablet useful again. With the right software and a couple minutes of configuration, your old Android device c",220
alschwalm,32405526,12,1660085035,Wikidata Query Service,https://query.wikidata.org/,,Hacker News,68119458,Title: Wikidata Query Service; Content: ,11
strzalek,32380769,323,1659913159,Why does gRPC insist on trailers?,https://carlmastrangelo.com/blog/why-does-grpc-insist-on-trailers,"A programming and hobby blog.  comes up occasionally on the
 , often with a redress of
grievences in the comment section.  One of the major complaints people have
with gRPC is that it requires HTTP trailers.  This one misstep has caused
so much heartache and trouble, I think it probably is   reason gRPC
failed to achieve its goal.  Since I was closely involved with the project,
I wanted to rebut some misconceptions I see posted a lot, and warn future
protocol designers against the mistakes we made. gRPC was reared by two parents trying to solve similar problems: The push to Cloud was coming on strong from the top, and the two teams joined
forces to ease the communication from the outside world, to the inside.  Rather
than boil the ocean, they decided to reuse the newly minted HTTP/2 protoc",Hacker News,66427074,"Title: Why does gRPC insist on trailers?; Content: A programming and hobby blog.  comes up occasionally on the
 , often with a redress of
grievences in the comment section.  One of the major complaints people have
with gRPC is that it requires HTTP trailers.  This one misstep has caused
so much heartache and trouble, I think it probably is   reason gRPC
failed to achieve its goal.  Since I was closely involved with the project,
I wanted to rebut some misconceptions I see posted a lot, and warn future
protocol designers against the mistakes we made. gRPC was reared by two parents trying to solve similar problems: The push to Cloud was coming on strong from the top, and the two teams joined
forces to ease the communication from the outside world, to the inside.  Rather
than boil the ocean, they decided to reuse the newly minted HTTP/2 protoc",201
sumul,32376154,405,1659877289,Show HN: Figure is a daily logic puzzle game,https://figure.game,"Hello, HN! Figure is a little side project I’ve been working on. Someone described it as Bejeweled meets Wordle.<p>I built the puzzle interface and website in Next.js and React, which was a first for me and overall a great learning experience. The daily puzzle data is queued up in a PostgreSQL table. Another table stores anonymous solve stats. Once a day, a cron job hits a serverless API that promotes the next puzzle as “live” and prompts Next.js to update the prebaked static site with the new data. The game state is managed with Redux and your stats are persisted to localStorage. Framer Motion for animations. Styling is mostly Tailwind CSS. I use Figma for design and Logic Pro to make the sounds.<p>I get a lot of questions about how the puzzles are generated. It’s not super sexy. I generate random grids of tiles and then run them through a brute force solver (sounds rough but the puzzles don’t feel anything). Every few days, I play through puzzles that look promising based on the solution space and pick some good ones to go into the queue. The rest are sent back to the void (again, painless).<p>I’ve spent a little bit of time tinkering with a procedural generator, but so far the random ones are better. The downsides of the random approach are (1) the curation effort required, and (2) the high variability in puzzle difficulty. I have a feeling there’s a whole body of math and CS knowledge where Figure is an example of something that I don’t know the name for (imposter syndrome intensifies).<p>As for the future of Figure, I feel strongly about keeping it free of ads, login walls, in-app purchases, or anything else that infringes on enjoyment or privacy. I’d also like to make sure Figure is accessible to everyone. English isn’t exactly required to play, but translations for the UI and website would be nice. I’ve tried to build Figure to be friendly to people who have color vision deficiency and people who rely on screen readers and keyboard navigation, but I have no idea if it’s actually any fun in these cases.<p>Here are some miscellaneous thoughts…<p>1. It’s been surprisingly satisfying to build a web game with a modern frontend stack. I’ve noticed a lot of grumbling on HN over the years from OG web developers who yearn for the days of semantic HTML, a sprinkling of CSS, and vanilla JS. I was in that boat too and have grumbled plenty about the breakneck pace of frontend evolution. One of my goals with this project was to pick some popular frameworks and give them an honest try. I’m now a believer, but there’s still no way I can keep up with all the progress.<p>2. I found Tailwind awkward at first, but after a while I realized I was using Figma a lot less and just designing in code with utility classes, which is great for focus and flow. Having lived through the Web 2.0 standards revolution, it was hard to let go of some deeply rooted opinions about semantic purity, but overall I’m sold.<p>3. I really love side projects. At most jobs, you’re pushed toward specialization. Side projects allow you to build out a generalist skillset, which makes you better at your core job function and better at collaborating with others. It’s also liberating to explore and pivot around without time pressure. Figure started out as a 3D fidget toy in Unity where you fling projectiles at floating objects…<p>4. I made this game on my trusty 2013 MacBook Pro, which has been almost completely sufficient (ahem Docker ಠ_ಠ). I’ll probably get an M2 Air soon, but I’m reluctant to say goodbye to the best computer I’ve ever owned.<p>5. I’m very grateful for the people who build and maintain open source projects. It’s also delightful how many paid services offer generous free tiers to let developers play around: Figma, GitHub, Vercel, Supabase, and Pipedream, just to name a few that I’m currently using actively. If you work on FOSS and&#x2F;or these excellent platforms, thank you.<p>Anyway, hope you like it. Happy to answer any questions.",Hacker News,38391990,"Title: Show HN: Figure is a daily logic puzzle game; Content: Hello, HN! Figure is a little side project I’ve been working on. Someone described it as Bejeweled meets Wordle.<p>I built the puzzle interface and website in Next.js and React, which was a first for me and overall a great learning experience. The daily puzzle data is queued up in a PostgreSQL table. Another table stores anonymous solve stats. Once a day, a cron job hits a serverless API that promotes the next puzzle as “live” and prompts Next.js to update the prebaked static site with the new data. The game state is managed with Redux and your stats are persisted to localStorage. Framer Motion for animations. Styling is mostly Tailwind CSS. I use Figma for design and Logic Pro to make the sounds.<p>I get a lot of questions about how the puzzles are generated. It’s not super sexy. I generate random grids of tiles and then run them through a brute force solver (sounds rough but the puzzles don’t feel anything). Every few days, I play through puzzles that look promising based on the solution space and pick some good ones to go into the queue. The rest are sent back to the void (again, painless).<p>I’ve spent a little bit of time tinkering with a procedural generator, but so far the random ones are better. The downsides of the random approach are (1) the curation effort required, and (2) the high variability in puzzle difficulty. I have a feeling there’s a whole body of math and CS knowledge where Figure is an example of something that I don’t know the name for (imposter syndrome intensifies).<p>As for the future of Figure, I feel strongly about keeping it free of ads, login walls, in-app purchases, or anything else that infringes on enjoyment or privacy. I’d also like to make sure Figure is accessible to everyone. English isn’t exactly required to play, but translations for the UI and website would be nice. I’ve tried to build Figure to be friendly to people who have color vision deficiency and people who rely on screen readers and keyboard navigation, but I have no idea if it’s actually any fun in these cases.<p>Here are some miscellaneous thoughts…<p>1. It’s been surprisingly satisfying to build a web game with a modern frontend stack. I’ve noticed a lot of grumbling on HN over the years from OG web developers who yearn for the days of semantic HTML, a sprinkling of CSS, and vanilla JS. I was in that boat too and have grumbled plenty about the breakneck pace of frontend evolution. One of my goals with this project was to pick some popular frameworks and give them an honest try. I’m now a believer, but there’s still no way I can keep up with all the progress.<p>2. I found Tailwind awkward at first, but after a while I realized I was using Figma a lot less and just designing in code with utility classes, which is great for focus and flow. Having lived through the Web 2.0 standards revolution, it was hard to let go of some deeply rooted opinions about semantic purity, but overall I’m sold.<p>3. I really love side projects. At most jobs, you’re pushed toward specialization. Side projects allow you to build out a generalist skillset, which makes you better at your core job function and better at collaborating with others. It’s also liberating to explore and pivot around without time pressure. Figure started out as a 3D fidget toy in Unity where you fling projectiles at floating objects…<p>4. I made this game on my trusty 2013 MacBook Pro, which has been almost completely sufficient (ahem Docker ಠ_ಠ). I’ll probably get an M2 Air soon, but I’m reluctant to say goodbye to the best computer I’ve ever owned.<p>5. I’m very grateful for the people who build and maintain open source projects. It’s also delightful how many paid services offer generous free tiers to let developers play around: Figma, GitHub, Vercel, Supabase, and Pipedream, just to name a few that I’m currently using actively. If you work on FOSS and&#x2F;or these excellent platforms, thank you.<p>Anyway, hope you like it. Happy to answer any questions.",972
seansh,32395831,29,1660037713,One Word Broke C,https://web.archive.org/web/20210307213745/https://news.quelsolaar.com/2020/03/16/how-one-word-broke-c/,"A lot have been written about the dangers of “Undefined behavior” in C. Its an often cited reason why C is a “Dangerous” language that invites hard to find bugs, and security issues. In my opinion Undefined behavior is not inherently bad. C is meant to be implementable on lots of different platforms and, to require all of them to behave in the exact same way would be impractical, it would limit hardware development and make C less future proof. Some of the concerns around undefined behavior in C are based on the fact that C is a small enough language that all corners of the language are explored and actually matter. Undefined behavior — behavior, upon use of a nonportable or 
   erroneous program construct, of erroneous data, or of 
   indeterminately-valued objects, for which the Standard",Hacker News,31729979,"Title: One Word Broke C; Content: A lot have been written about the dangers of “Undefined behavior” in C. Its an often cited reason why C is a “Dangerous” language that invites hard to find bugs, and security issues. In my opinion Undefined behavior is not inherently bad. C is meant to be implementable on lots of different platforms and, to require all of them to behave in the exact same way would be impractical, it would limit hardware development and make C less future proof. Some of the concerns around undefined behavior in C are based on the fact that C is a small enough language that all corners of the language are explored and actually matter. Undefined behavior — behavior, upon use of a nonportable or 
   erroneous program construct, of erroneous data, or of 
   indeterminately-valued objects, for which the Standard",188
elsewhen,32417460,17,1660160927,Domino's tried to sell pizza to Italians. It failed,https://www.cnn.com/2022/08/10/business-food/dominos-exits-italy/index.html,"Updated 1509 GMT (2309 HKT) August 10, 2022   Italian job was harder than it looked. ",Hacker News,48911747,"Title: Domino's tried to sell pizza to Italians. It failed; Content: Updated 1509 GMT (2309 HKT) August 10, 2022   Italian job was harder than it looked. ",42
vanilla-almond,32416236,8,1660155250,Tell HN: YouTube prioritises health-related searches 'From health sources',,"I only recently noticed this. It may be country-specific. Try searching for a medical condition or health issue. The YouTube search results are labelled &#x27;From health sources&#x27;.<p>I&#x27;m not sure what to think of this change. Is it right to remove or deprioritise popular videos from search results if those videos come from unqualified &quot;Doctors&quot;. I presume this also applies to anyone discussing a health topic who is not a health professional.<p>On the other hand, I understand why YouTube has taken this approach. There is a lot of misleading health advice too - it&#x27;s impossible to police it all. YouTube&#x27;s approach is to populate search results from health professionals or &quot;credible health sources&quot;.<p>It&#x27;s a difficult problem to tackle. What do think of this change to YouTube search? Do you think health videos should be unfiltered in search results - no matter the content, or who it comes from?<p>-----<p>Some links from YouTube:<p><i>Authoritative health information</i>: https:&#x2F;&#x2F;www.youtube.com&#x2F;howyoutubeworks&#x2F;product-features&#x2F;health-information&#x2F;<p><i>Introducing new ways to help you find answers to your health questions</i>: 
https:&#x2F;&#x2F;blog.youtube&#x2F;news-and-events&#x2F;introducing-new-ways-help-you-find-answers-your-health-questions&#x2F;",Hacker News,50972458,"Title: Tell HN: YouTube prioritises health-related searches 'From health sources'; Content: I only recently noticed this. It may be country-specific. Try searching for a medical condition or health issue. The YouTube search results are labelled &#x27;From health sources&#x27;.<p>I&#x27;m not sure what to think of this change. Is it right to remove or deprioritise popular videos from search results if those videos come from unqualified &quot;Doctors&quot;. I presume this also applies to anyone discussing a health topic who is not a health professional.<p>On the other hand, I understand why YouTube has taken this approach. There is a lot of misleading health advice too - it&#x27;s impossible to police it all. YouTube&#x27;s approach is to populate search results from health professionals or &quot;credible health sources&quot;.<p>It&#x27;s a difficult problem to tackle. What do think of this change to YouTube search? Do you think health videos should be unfiltered in search results - no matter the content, or who it comes from?<p>-----<p>Some links from YouTube:<p><i>Authoritative health information</i>: https:&#x2F;&#x2F;www.youtube.com&#x2F;howyoutubeworks&#x2F;product-features&#x2F;health-information&#x2F;<p><i>Introducing new ways to help you find answers to your health questions</i>: 
https:&#x2F;&#x2F;blog.youtube&#x2F;news-and-events&#x2F;introducing-new-ways-help-you-find-answers-your-health-questions&#x2F;",413
jgillich,32397510,144,1660051560,AppLovin offers to buy Unity Software in $17.5 bln deal,https://www.reuters.com/markets/deals/applovin-offers-buy-unity-software-2022-08-09/,"People play ""Pokemon GO"" on the Pokequan GoBoat Adventure Cruise in the Occoquan River in the small town of Occoquan, Virginia, U.S. August 14, 2016. REUTERS/Sait Serkan Gurbuz Aug 9 (Reuters) - Gaming software company AppLovin Corp   made an offer on Tuesday to buy its peer Unity Software Inc   in a $17.54 billion all-stock deal, threatening to derail Unity's announced plan to acquire AppLovin's smaller competitor ironSource . AppLovin has offered $58.85 for each Unity share, which represents a premium of 18% to Unity's Monday closing price. Unity will own 55% of the combined company's outstanding shares, representing about 49% of the voting rights. AppLovin hired advisers to work out an offer after Unity last month said it would buy ironSource in a $4.4 billion all-stock transaction, sou",Hacker News,21274238,"Title: AppLovin offers to buy Unity Software in $17.5 bln deal; Content: People play ""Pokemon GO"" on the Pokequan GoBoat Adventure Cruise in the Occoquan River in the small town of Occoquan, Virginia, U.S. August 14, 2016. REUTERS/Sait Serkan Gurbuz Aug 9 (Reuters) - Gaming software company AppLovin Corp   made an offer on Tuesday to buy its peer Unity Software Inc   in a $17.54 billion all-stock deal, threatening to derail Unity's announced plan to acquire AppLovin's smaller competitor ironSource . AppLovin has offered $58.85 for each Unity share, which represents a premium of 18% to Unity's Monday closing price. Unity will own 55% of the combined company's outstanding shares, representing about 49% of the voting rights. AppLovin hired advisers to work out an offer after Unity last month said it would buy ironSource in a $4.4 billion all-stock transaction, sou",219
feross,32386276,66,1659970915,Why we chose Clojure,https://blog.kaleidos.net/penpot-chose-clojure-as-its-language-and-here-is-why/,"This is probably the question we’ve been asked the most at  . We have a vague explanation in our  , so with this article I’ll try to explain a bit the motivations and spirit behind each decision. The rationale is multi-faceted. A small team, at one of our Personal Innovation Weeks ( ) in 2015, began the project from the initial idea of making an open-source prototyping tool and released a working prototype after a week of hard work and lots of fun (you can check it  : no credentials needed, just hit the login button). This was the first static prototype, i.e. without a backend). Personally, I was not part of the initial team.  (around December 2015) to build a prototype for a hackathon in just one week but I think the most important reason was probably because it was fun. It offered a func",Hacker News,83755549,"Title: Why we chose Clojure; Content: This is probably the question we’ve been asked the most at  . We have a vague explanation in our  , so with this article I’ll try to explain a bit the motivations and spirit behind each decision. The rationale is multi-faceted. A small team, at one of our Personal Innovation Weeks ( ) in 2015, began the project from the initial idea of making an open-source prototyping tool and released a working prototype after a week of hard work and lots of fun (you can check it  : no credentials needed, just hit the login button). This was the first static prototype, i.e. without a backend). Personally, I was not part of the initial team.  (around December 2015) to build a prototype for a hackathon in just one week but I think the most important reason was probably because it was fun. It offered a func",190
zegl,32395076,95,1660029381,$5.6B cloud company Fivetran acquired its way to survival,https://www.forbes.com/sites/kenrickcai/2022/08/08/the-56-billion-internet-plumbers/,"George Fraser was trying to relax at his family’s lakeside cabin deep in the woods of Wisconsin. Instead, the CEO and cofounder of Fivetran was worrying about his job and the company he had spent nine long years building with his childhood friend Taylor Brown, whose family also summered in the same patch of northern pines.  The two had a great idea: Help companies gather data from all sorts of disparate sources—Twitter mentions, credit card transactions—then charge them to funnel it to a big-data analytics firm like   or  , which could, ideally, tell them what it all meant. Fraser and Brown had gone through Y Combinator together. They had raised about $160 million. They had spent countless hours sweating the technical details. But they still didn’t have a product designed for large compani",Hacker News,77207121,"Title: $5.6B cloud company Fivetran acquired its way to survival; Content: George Fraser was trying to relax at his family’s lakeside cabin deep in the woods of Wisconsin. Instead, the CEO and cofounder of Fivetran was worrying about his job and the company he had spent nine long years building with his childhood friend Taylor Brown, whose family also summered in the same patch of northern pines.  The two had a great idea: Help companies gather data from all sorts of disparate sources—Twitter mentions, credit card transactions—then charge them to funnel it to a big-data analytics firm like   or  , which could, ideally, tell them what it all meant. Fraser and Brown had gone through Y Combinator together. They had raised about $160 million. They had spent countless hours sweating the technical details. But they still didn’t have a product designed for large compani",191
MilnerRoute,32420409,6,1660180039,Inflation drops to zero in July due to falling gas prices,https://www.axios.com/2022/08/10/inflation-cpi-report-july,"Consumer prices were unchanged in July, as   dragged the Consumer Price Index down to zero. Core inflation, which excludes energy and food, rose only 0.3%, below what analysts expected. The Labor Department reported that overall consumer prices rose 0% last month, and are up 8.5% over the past year. That compares to a 9.1% year-over-year reported in June. Falling gasoline prices are clearly   some inflation relief, and the broader inflation picture was more favorable in July than economists had expected. Gasoline prices fell 7.7% in July, dragging down headline inflation. Other items with falling prices included used cars and trucks (-0.4%) and airfares (down 7.8%).  The Federal Reserve has indicated it intends to keep raising interest rates until there is clear evidence inflation is wanin",Hacker News,8332731,"Title: Inflation drops to zero in July due to falling gas prices; Content: Consumer prices were unchanged in July, as   dragged the Consumer Price Index down to zero. Core inflation, which excludes energy and food, rose only 0.3%, below what analysts expected. The Labor Department reported that overall consumer prices rose 0% last month, and are up 8.5% over the past year. That compares to a 9.1% year-over-year reported in June. Falling gasoline prices are clearly   some inflation relief, and the broader inflation picture was more favorable in July than economists had expected. Gasoline prices fell 7.7% in July, dragging down headline inflation. Other items with falling prices included used cars and trucks (-0.4%) and airfares (down 7.8%).  The Federal Reserve has indicated it intends to keep raising interest rates until there is clear evidence inflation is wanin",189
